Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Cyprus,CYP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.7,3.5,3.5,3.5,3.4,..,..,..,..,..
Cyprus,CYP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2105.02250692,1958.80212713,2153.40231376,1942.21770766,1920.27097696,1847.5536228,1581.63871063,1634.43092199,..,..
Cyprus,CYP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.46461028,6.27779476,6.59137905,6.68578788,6.9036741,6.78616827,6.8085447,6.87966475,..,..
Czech Republic,CZE,Age dependency ratio (% of working-age population),SP.POP.DPND,41.4363324050445,42.2105502683892,43.4416188213068,44.8140731682181,46.3159571973579,47.8949585570537,49.4973099565417,50.8927324433142,52.39739062264,53.8638588674884
Czech Republic,CZE,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,3.5744,3.6117,3.6483,3.66,..,..,4.314,..,..
Czech Republic,CZE,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,8.4691,8.4028,8.422,8.3463,8.6873,8.3691,8.4071,..,..
Czech Republic,CZE,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,124.52,..,..,..,..,..
Czech Republic,CZE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.1,7,6.8,6.7,6.5,..,6.5,..,..,..
Czech Republic,CZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1442.24278483,1373.93174869,1516.5554912,1387.40604424,1554.50899523,1512.92618596,1284.04679839,1321.62020252,..,..
Czech Republic,CZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.29290504,6.92806211,6.97689183,7.02843525,7.8066952,7.65308523,7.24275683,7.14959908,..,..
Denmark,DNK,Age dependency ratio (% of working-age population),SP.POP.DPND,52.577543723364,52.9459492095595,53.4748426286742,53.9837957652867,54.586553810253,55.2868478735224,55.9833595296141,56.2981523942527,56.6199956477692,56.9149595549447
Denmark,DNK,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,21197,..,..,..
Denmark,DNK,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.4013,3.5791,3.6184,3.6461,3.6395,3.644,3.6743,4.4567,..,..
Denmark,DNK,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,15.9842,16.0998,16.2695,16.5601,16.7698,16.9632,17.2138,10.3004,..,..
Denmark,DNK,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,67.85,..,..,..,..,..,..
Denmark,DNK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.5,3.5,3.1,..,3.1,..,2.5,..,..,..
Denmark,DNK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,6221.68925524,6011.53783782,6281.00429053,6003.83087379,6236.55388395,6380.7844076,5469.33479157,5565.59342469,..,..
Denmark,DNK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.67431683,10.33315757,10.15290857,10.24135399,10.16958128,10.17190456,10.27382498,10.35004017,..,..
Djibouti,DJI,Age dependency ratio (% of working-age population),SP.POP.DPND,59.2411345471333,57.2026763061587,56.2169353318682,55.472100890601,54.8870558776184,54.2772780333722,53.5462053301437,53.1881216849651,52.5285800143465,51.7489777057565
Djibouti,DJI,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.229,..,..,..,0.2203,..,..,..,..
Djibouti,DJI,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,0.8,..,..,..,0.535,..,..,..,..
Djibouti,DJI,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,4.51,..,..,..,..,..
Djibouti,DJI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,1.4,1.4,1.4,1.4,1.4,..,..,..,..
Djibouti,DJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,54.72465582,55.47851004,67.80436579,71.15094622,66.52605361,72.04343175,81.72909389,70.19033417,..,..
Djibouti,DJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.51186996,4.29711004,4.73829396,4.63176867,4.09869831,4.13814365,4.38930145,3.50192451,..,..
Dominica,DMA,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,1.0825,..
Dominica,DMA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,5.8999,..
Dominica,DMA,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,11.11,..,..,..,..
Dominica,DMA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.8,3.8,3.8,3.8,..,..,..,..,..,..
Dominica,DMA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,394.80854453,387.09052144,399.12901937,396.08239892,381.69152307,398.36649512,399.04683695,419.36591407,..,..
Dominica,DMA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.74783559,5.60128406,5.71225311,5.87236836,5.43430873,5.48942884,5.45513319,5.30393975,..,..
Dominican Republic,DOM,Age dependency ratio (% of working-age population),SP.POP.DPND,58.2868944041889,57.3864372408513,56.6579897057805,56.0278976770947,55.4918433603313,55.0364294877299,54.6507059523573,54.3752310563488,54.1559032846247,53.9881764082554
Dominican Republic,DOM,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,1.4943,..,..,..,..,..,1.56,..
Dominican Republic,DOM,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,1.2988,..,1.3338,..,..,..,..,..,0.3099,..
Dominican Republic,DOM,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1,1.6,1.7,..,1.6,1.6,..,..,..,..
Dominican Republic,DOM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,250.35341801,299.65610197,326.62193648,351.53693644,351.30358161,371.23440031,390.94748031,414.17657995,..,..
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.08703423,5.58233888,5.67143533,5.88949284,5.82878304,5.92203373,6.04389175,6.16130052,..,..
Early-demographic dividend,EAR,Age dependency ratio (% of working-age population),SP.POP.DPND,59.3620894704042,58.5393978859061,57.81199528317,57.0690515243989,56.3363387790861,55.6471927857696,55.0186001353168,54.4945362669241,54.0176623429981,53.5767556333869
Early-demographic dividend,EAR,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,0.940110841099725,..,..,..
Early-demographic dividend,EAR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,0.427024529191437,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,1.92900743934301,..,..,..
Early-demographic dividend,EAR,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,11.1994996374259,..,..,..,..
Early-demographic dividend,EAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,1.22517407197752,..,..,..,..,..,..,..
Early-demographic dividend,EAR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,124.841340129885,143.39316859932,156.825138815923,162.619659894013,168.54149909858,172.57909861042,175.835460946297,157.547650650788,..,..
Early-demographic dividend,EAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.09556824844391,4.91698220562898,4.85512677191595,4.89985231890572,4.97212386421285,5.04807146990339,5.1180141514567,4.98972130628226,..,..
East Asia & Pacific,EAS,Age dependency ratio (% of working-age population),SP.POP.DPND,41.9541755222318,41.794757819185,41.78070714497,41.8241678436988,41.940420881372,42.1586502498393,42.4911745841175,43.0205412579921,43.6161028926541,44.2504817197953
East Asia & Pacific,EAS,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,1.57677255193971,..,..,..
East Asia & Pacific,EAS,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,0.672182571585456,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,2.93411613799576,..,..,..
East Asia & Pacific,EAS,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,36.490417527314,..,..,..,..
East Asia & Pacific,EAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.77824217832564,3.00729307459809,3.54985610924148,4.44360048737964,..,..,..,..,..,..
East Asia & Pacific,EAS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,420.504154546951,479.271075486807,587.812900416305,627.471838713607,605.388424020807,615.35486814654,601.866982693571,638.573905648442,..,..
East Asia & Pacific,EAS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.45153044690924,6.33442866690728,6.75555498206578,6.81578484405001,6.58803778276582,6.53343256656343,6.48841170894697,6.64010838179519,..,..
East Asia & Pacific (excluding high income),EAP,Age dependency ratio (% of working-age population),SP.POP.DPND,41.3055494801457,41.0567753300307,40.954025386811,40.9048244747444,40.9293935739195,41.0668600717948,41.3338520543942,41.8196769340661,42.3849074534707,42.9964688988939
East Asia & Pacific (excluding high income),EAP,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,2725.2549059322,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,1.47614850035586,..,..,..
East Asia & Pacific (excluding high income),EAP,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,0.681481494146552,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,2.15337868538584,..,..,..
East Asia & Pacific (excluding high income),EAP,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,34.9360994319239,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.87591640442743,2.99695764809715,3.55538825918737,3.64740030992424,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,138.025394903132,160.44320159571,199.548768525898,233.193181386726,264.980743681215,289.200492049536,308.263372748171,313.644245499255,..,..
East Asia & Pacific (excluding high income),EAP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.1269687864293,4.03218765068142,4.13813680879306,4.34158733487575,4.49895914098237,4.59327430582324,4.70047361117532,4.77806744942507,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Age dependency ratio (% of working-age population),SP.POP.DPND,41.2440378995419,40.9972588560318,40.8977197065545,40.8502101906134,40.8770028322499,41.0204356685813,41.298332771732,41.7972482762815,42.3799283887981,43.0098747640929
East Asia & Pacific (IDA & IBRD countries),TEA,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,2725.2549059322,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,1.44864298658614,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,0.681481494146552,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,2.12482119727019,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,34.9360994319239,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.87592853711616,2.84950197096346,3.55538825918737,3.5142490496806,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,138.03292866705,160.451315904533,199.556155827034,233.201687722222,264.989859519115,289.210307639762,308.273580323957,313.656137324467,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.1271383992957,4.03236405836243,4.13826369095338,4.34172934974533,4.4990995923676,4.59341814834834,4.70060267233762,4.77822382369395,..,..
Ecuador,ECU,Age dependency ratio (% of working-age population),SP.POP.DPND,59.5922747198358,58.813263359132,58.055588216204,57.2862257043478,56.5498596306304,55.9168412913275,55.4273580765994,54.9684370652673,54.5899471264939,54.2873772642197
Ecuador,ECU,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,1552,..,..,..
Ecuador,ECU,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.6073,2.1219,1.6654,..,..,..,2.0734,2.05,..,..
Ecuador,ECU,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,1.8898,1.6679,2.0843,..,..,..,2.4882,1.2,..,..
Ecuador,ECU,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,61.12,..,..,..,..
Ecuador,ECU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.5,1.6,1.6,1.5,1.5,..,..,..,..,..
Ecuador,ECU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,274.00588729,331.68930027,410.8297528,483.52284847,519.9339759,551.46928068,528.20146197,504.78248204,..,..
Ecuador,ECU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.43873295,7.12195655,7.86521816,8.47968249,8.55983433,8.62127454,8.58845682,8.38714107,..,..
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),SP.POP.DPND,59.7943527134846,59.6147021075962,59.7643314394045,60.3249782105042,61.1096886171956,61.8442022773003,62.3790235830238,63.3774856008424,63.8363130332394,64.0110549611599
"Egypt, Arab Rep.",EGY,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.804,2.83,..,..,..,0.794,0.81,0.8107,0.7902,..
"Egypt, Arab Rep.",EGY,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,3.52,..,..,1.4741,1.399,1.5,1.3835,1.3989,..
"Egypt, Arab Rep.",EGY,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,50.08,..,..,..,..
"Egypt, Arab Rep.",EGY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.7,1.7,0.5,0.5,0.5,1.6,..,..,..,..
"Egypt, Arab Rep.",EGY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,104.94460222,111.43534955,123.25961288,143.38037538,140.33245158,153.78876387,156.6371314,130.9858695,..,..
"Egypt, Arab Rep.",EGY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.37870946,4.1531917,4.35707557,4.55305428,4.6541604,4.69173709,4.62285691,4.63781726,..,..
El Salvador,SLV,Age dependency ratio (% of working-age population),SP.POP.DPND,64.5608062875161,63.1693866511867,61.7773142264274,60.2536910441281,58.7560213743112,57.4962040308701,56.5634440807183,55.710039935934,55.1598531304506,54.8447029713715
El Salvador,SLV,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,1.596,..,..,..,..,..,1.569,..,..
El Salvador,SLV,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,0.405,..,..,..,..,..,2.278,..,..
El Salvador,SLV,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,22.26,..,..,..,..,..,..,..,..,..
El Salvador,SLV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.1,1,1,1.1,1.1,1.3,..,..,..,..
El Salvador,SLV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,230.23243537,240.24166267,257.72862919,257.18320735,271.54430641,276.22300268,283.28411442,293.87255671,..,..
El Salvador,SLV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.83897198,6.91474461,6.89744587,6.71873688,6.97040329,6.92507738,6.86405934,6.95775683,..,..
Equatorial Guinea,GNQ,Age dependency ratio (% of working-age population),SP.POP.DPND,71.3796112020347,70.6168241196944,69.9785557421522,69.1200661266542,68.2855065779702,67.5473929050231,66.8427086768865,66.5461497872224,66.0269852838638,65.493062807698
Equatorial Guinea,GNQ,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,0.4,..
Equatorial Guinea,GNQ,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,0.5,..
Equatorial Guinea,GNQ,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.9,2.1,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,278.86359854,262.51662052,289.34512539,311.41837517,349.35044362,337.56289513,280.2240177,281.37453092,..,..
Equatorial Guinea,GNQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.68699371,1.53191996,1.34880974,1.44458403,1.72544372,1.77640373,2.70818175,3.37653274,..,..
Eritrea,ERI,Age dependency ratio (% of working-age population),SP.POP.DPND,75.9274348389236,76.9391714132319,79.4192994100995,..,..,..,..,..,..,..
Eritrea,ERI,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,0.7,..,..,..,..,..,..,..
Eritrea,ERI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,18.7524614,16.61465149,24.51723677,19.87064909,22.03240118,24.48536291,27.18065285,29.8912246,..,..
Eritrea,ERI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.3533527,3.44590245,4.20446097,2.96121577,2.91476339,2.93162431,2.96577289,2.95931347,..,..
Estonia,EST,Age dependency ratio (% of working-age population),SP.POP.DPND,47.9021296780657,48.4939530609423,49.42764611656,50.4063496756366,51.4449339409525,52.5543989137625,53.7337592138741,54.294371695363,55.1231614681643,56.2094881058675
Estonia,EST,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,9684,..,..,..,..
Estonia,EST,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,3.2422,3.2912,3.278,3.3255,3.3101,3.4152,3.4651,..,..
Estonia,EST,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,6.6767,6.8089,6.4495,6.1751,6.2811,6.3522,6.4526,..,..
Estonia,EST,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,126.56,..,..,..,..
Estonia,EST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.4,5.2,5.3,5.5,5,..,5,..,..,..
Estonia,EST,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,963.06650345,926.45024229,1014.62986541,1013.32310234,1144.29039142,1237.27233339,1112.4659564,1185.33334806,..,..
Estonia,EST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.54286643,6.33366564,5.82260813,5.82746739,6.00967838,6.20800935,6.48181399,6.68368438,..,..
Eswatini,SWZ,Age dependency ratio (% of working-age population),SP.POP.DPND,78.4778528655239,78.1122563335709,77.7919299467635,77.2209514833163,76.556141636221,75.9954804584474,75.5926413074769,74.3195727387813,73.4675212910668,72.7923631314568
Eswatini,SWZ,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.1465,..,0.089,..,..,..,..,0.0796,..,..
Eswatini,SWZ,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,1.3771,..,1.0544,..,..,..,2,..,..,..
Eswatini,SWZ,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,0.17,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,2.1,..,..,..,..,..,..,..
Eswatini,SWZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,209.56565631,312.72666699,330.29529367,283.98641467,263.88518106,251.91962728,231.41623122,220.58673255,..,..
Eswatini,SWZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.81277706,8.36179984,8.30593865,7.45511665,7.59382295,7.59077143,7.772143,7.69694547,..,..
Ethiopia,ETH,Age dependency ratio (% of working-age population),SP.POP.DPND,94.6730751358578,93.1743265219224,91.3566321579093,89.4983426987836,87.6224325384051,85.7530818970443,83.9197236322995,82.4609780050017,80.9582304275348,79.4820265011684
Ethiopia,ETH,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,43,..,..,..,..,..,..,..
Ethiopia,ETH,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.0252,0.022,..,..,..,..,..,..,0.1,..
Ethiopia,ETH,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,0.363,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,0.2516,0.236,..,..,..,..,..,..,0.84,..
Ethiopia,ETH,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,0.56,..,0.54,..,..
Ethiopia,ETH,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,6.3,..,..,..,0.3,..,..,..
Ethiopia,ETH,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,14.80808019,16.69390514,15.12680273,20.72801009,19.98802132,22.43831346,25.11154955,27.52365701,..,..
Ethiopia,ETH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.41247285,5.46637229,4.46897761,4.5395958,4.07506531,4.03365117,3.97593223,3.97401588,..,..
Euro area,EMU,Age dependency ratio (% of working-age population),SP.POP.DPND,50.7216313012543,51.0793866179314,51.623162596203,52.1950191459802,52.7987269027493,53.4134087679008,54.0201687240925,54.5221071574391,55.0235980069505,55.5296171198769
Euro area,EMU,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,3.84775760417248,..,..,..
Euro area,EMU,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,9.12632604036443,..,..,..
Euro area,EMU,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,96.6064161215717,..,..,..,..
Euro area,EMU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.73698969936536,5.7135257237066,5.64364116566636,5.57631009284811,6.16749081248063,..,..,..,..,..
Euro area,EMU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3936.87875405127,3834.41512294245,4102.97475209135,3840.85675390601,4023.25568234866,4106.8746904721,3520.62805851514,3588.12025136626,..,..
Euro area,EMU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.2039833621687,10.167435210754,10.0769219384064,10.1885461433616,10.2510825133763,10.2856005702821,10.217608225691,10.2204256592585,..,..
Europe & Central Asia,ECS,Age dependency ratio (% of working-age population),SP.POP.DPND,47.4571755700429,47.5342150743656,47.9060540775239,48.3749972811303,48.941538015793,49.5836102333581,50.2704317293174,50.993192708768,51.7419681293047,52.495860374209
Europe & Central Asia,ECS,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,3.37292525195215,..,..,..
Europe & Central Asia,ECS,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
